province,month,rainfall_7day,rainfall_30day,river_discharge,population,elevation_factor,historical_floods,ndma_fatality_weight,flood_risk_score
Khyber Pakhtunkhwa,2,30.02,63.32,4302.05,35602071,0.6,6,0.35,44.53
Sindh,2,21.8,62.1,6829.41,44390392,0.2,8,0.475,59.73
Sindh,10,21.99,55.24,6978.65,43243773,0.2,8,0.475,49.69
Punjab,2,18.43,47.46,4924.35,110340019,0.3,7,0.425,38.12
Balochistan,12,12.38,24.77,1869.24,11256837,0.5,5,0.3,21.3
Gilgit-Baltistan,10,20.19,45.25,1853.77,1786357,0.9,3,0.2,25.45
Gilgit-Baltistan,8,53.95,161.37,3746.17,1672613,0.9,3,0.2,37.71
Azad Kashmir,11,8.09,22.17,2974.61,3905690,0.7,4,0.275,23.99
Punjab,9,130.9,503.62,23765.6,104358747,0.3,7,0.425,100.0
Sindh,8,297.79,924.0,36000.0,45641859,0.2,8,0.475,100.0
Azad Kashmir,8,69.1,250.58,8581.65,4064723,0.7,4,0.275,84.38
Balochistan,4,12.26,35.41,3143.48,12418404,0.5,5,0.3,33.7
Punjab,5,7.58,18.98,4391.32,102139245,0.3,7,0.425,45.62
Punjab,5,22.89,56.19,3956.47,118100420,0.3,7,0.425,46.15
Gilgit-Baltistan,9,20.66,72.09,2512.85,1620672,0.9,3,0.2,24.47
Gilgit-Baltistan,12,54.73,179.63,3919.46,1923711,0.9,3,0.2,40.37
Balochistan,9,17.02,42.1,3129.72,12380801,0.5,5,0.3,33.13
Gilgit-Baltistan,4,44.34,91.23,3782.82,1753832,0.9,3,0.2,38.37
Punjab,10,34.3,84.05,4996.87,116200093,0.3,7,0.425,45.39
Punjab,11,47.73,117.07,7521.79,99332261,0.3,7,0.425,60.0
Azad Kashmir,2,24.25,71.11,4233.44,4039725,0.7,4,0.275,30.67
Azad Kashmir,5,24.68,49.78,4307.58,3840162,0.7,4,0.275,36.05
Gilgit-Baltistan,11,43.61,152.35,3547.78,1818457,0.9,3,0.2,33.11
Sindh,5,19.13,50.19,6723.69,49281045,0.2,8,0.475,57.26
Azad Kashmir,6,24.55,58.97,4383.69,3857324,0.7,4,0.275,33.8
Punjab,8,95.14,406.94,9971.8,110483513,0.3,7,0.425,100.0
Punjab,1,55.03,111.9,6404.27,112348316,0.3,7,0.425,57.96
Punjab,6,19.93,44.28,5727.72,103345383,0.3,7,0.425,51.58
KPK,11,20.75,65.31,3242.57,32741331,0.6,6,0.35,35.74
Khyber Pakhtunkhwa,10,41.24,89.98,5256.56,32343626,0.6,6,0.35,46.92
Balochistan,2,19.76,65.14,3167.35,12106880,0.5,5,0.3,36.15
Azad Kashmir,4,18.94,61.78,2915.91,3957737,0.7,4,0.275,30.11
Balochistan,11,30.08,73.81,3801.48,11830072,0.5,5,0.3,34.72
Balochistan,12,36.89,124.62,3739.23,11915970,0.5,5,0.3,40.41
Gilgit-Baltistan,6,121.07,420.44,7091.94,1674920,0.9,3,0.2,88.39
Punjab,12,15.77,41.33,5424.01,120336113,0.3,7,0.425,48.94
Balochistan,11,39.65,109.66,4391.29,11935359,0.5,5,0.3,45.52
Sindh,6,24.84,70.21,5265.12,46729268,0.2,8,0.475,56.11
Punjab,1,24.96,58.22,6799.96,117198349,0.3,7,0.425,56.56
KPK,4,22.77,61.94,5479.27,36859315,0.6,6,0.35,40.34
Punjab,3,29.87,64.61,7547.59,102542941,0.3,7,0.425,58.73
Sindh,9,153.65,499.97,16326.27,49085610,0.2,8,0.475,100.0
Punjab,5,32.68,88.61,7362.36,106439117,0.3,7,0.425,53.08
Khyber Pakhtunkhwa,4,38.78,116.53,7067.05,33042080,0.6,6,0.35,58.38
KPK,5,14.23,31.01,3721.1,37249038,0.6,6,0.35,29.65
Punjab,11,6.89,18.81,4184.24,119999873,0.3,7,0.425,34.1
Khyber Pakhtunkhwa,9,19.81,69.02,4558.96,38923589,0.6,6,0.35,40.5
Sindh,9,84.2,214.49,13027.97,46722143,0.2,8,0.475,100.0
Azad Kashmir,6,3.85,11.1,1500.91,3771043,0.7,4,0.275,25.25
Khyber Pakhtunkhwa,8,161.51,431.0,13526.12,32643391,0.6,6,0.35,100.0
KPK,6,16.92,53.33,4601.21,32137188,0.6,6,0.35,40.86
Punjab,12,8.88,20.12,2647.82,112073722,0.3,7,0.425,37.99
Punjab,9,153.33,599.4,25390.78,99710468,0.3,7,0.425,100.0
Gilgit-Baltistan,7,182.2,565.55,10990.54,1719947,0.9,3,0.2,100.0
Balochistan,6,46.97,110.76,5341.63,12745190,0.5,5,0.3,48.81
Punjab,10,21.98,59.71,3973.68,104959694,0.3,7,0.425,39.48
Gilgit-Baltistan,3,17.11,34.98,1973.03,1972915,0.9,3,0.2,14.74
KPK,4,5.89,17.79,3443.6,32128639,0.6,6,0.35,28.49
KPK,10,37.83,109.01,3897.91,33463329,0.6,6,0.35,42.19
KPK,7,187.43,749.72,22539.77,35422051,0.6,6,0.35,100.0
Sindh,2,23.62,78.83,6366.31,50997153,0.2,8,0.475,63.62
Azad Kashmir,11,20.46,43.9,2532.86,3810781,0.7,4,0.275,25.02
Punjab,11,12.08,39.47,4404.82,105455643,0.3,7,0.425,38.35
Sindh,3,26.25,70.63,7304.26,43695268,0.2,8,0.475,57.46
Balochistan,4,46.04,115.34,3858.9,12887142,0.5,5,0.3,42.47
Balochistan,3,9.77,23.15,2032.69,11895442,0.5,5,0.3,28.93
Azad Kashmir,10,28.27,70.54,3007.35,4394536,0.7,4,0.275,32.48
KPK,1,33.8,115.67,5030.38,35800994,0.6,6,0.35,59.07
Gilgit-Baltistan,12,25.21,79.53,2639.95,1917903,0.9,3,0.2,25.31
Azad Kashmir,4,22.32,47.36,2238.31,3939688,0.7,4,0.275,28.15
Balochistan,7,248.64,772.86,21983.26,12906785,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,3,43.32,107.06,4847.02,38834084,0.6,6,0.35,48.93
KPK,9,8.74,19.68,2703.81,35711933,0.6,6,0.35,28.1
Balochistan,6,24.44,75.75,3751.88,11697044,0.5,5,0.3,37.75
Sindh,3,7.73,26.49,3361.16,47829834,0.2,8,0.475,39.32
Khyber Pakhtunkhwa,2,42.91,97.88,7665.15,33196595,0.6,6,0.35,54.07
Punjab,9,165.39,514.6,23559.56,102023844,0.3,7,0.425,100.0
Sindh,3,34.01,116.47,6277.11,50372126,0.2,8,0.475,68.76
Khyber Pakhtunkhwa,1,14.94,32.6,3857.59,32864970,0.6,6,0.35,41.1
KPK,5,18.13,57.75,3825.51,35176588,0.6,6,0.35,29.73
Gilgit-Baltistan,11,8.23,26.1,1928.2,1651828,0.9,3,0.2,16.67
Gilgit-Baltistan,8,22.35,74.45,2352.49,1927941,0.9,3,0.2,26.8
Gilgit-Baltistan,5,22.43,70.05,3181.69,1701592,0.9,3,0.2,26.05
Sindh,8,380.0,1300.0,36000.0,48565344,0.2,8,0.475,100.0
Gilgit-Baltistan,8,19.43,40.77,1687.28,1829193,0.9,3,0.2,19.03
Sindh,9,157.22,551.15,20468.68,43142471,0.2,8,0.475,100.0
Gilgit-Baltistan,5,31.2,81.64,2477.1,1809070,0.9,3,0.2,19.96
KPK,8,95.97,349.99,11058.46,36187261,0.6,6,0.35,100.0
Punjab,11,10.28,28.46,2711.46,104370323,0.3,7,0.425,42.32
Punjab,1,18.05,43.79,3293.85,114286540,0.3,7,0.425,40.44
Punjab,7,194.28,872.26,19356.04,119129387,0.3,7,0.425,100.0
KPK,4,39.44,114.07,4687.71,36041171,0.6,6,0.35,45.06
Azad Kashmir,6,26.62,85.03,2881.28,4123368,0.7,4,0.275,28.73
Gilgit-Baltistan,9,24.19,84.36,3063.2,1905333,0.9,3,0.2,32.59
Punjab,1,41.27,85.3,5749.67,102963109,0.3,7,0.425,59.48
Punjab,6,29.66,101.85,4936.79,117529119,0.3,7,0.425,57.82
KPK,2,6.3,15.2,3185.36,36333209,0.6,6,0.35,27.1
Punjab,8,221.25,742.72,34246.82,119641962,0.3,7,0.425,100.0
KPK,12,28.92,99.51,4438.27,38115811,0.6,6,0.35,46.37
Punjab,3,19.89,51.59,5396.67,99845526,0.3,7,0.425,46.97
Balochistan,7,109.9,348.67,7353.79,12425707,0.5,5,0.3,98.02
Azad Kashmir,6,2.84,6.55,1535.67,4079176,0.7,4,0.275,11.82
Punjab,12,14.37,38.6,3994.9,107322678,0.3,7,0.425,48.11
Gilgit-Baltistan,6,103.47,289.88,5657.16,1763104,0.9,3,0.2,74.19
KPK,5,15.02,47.16,4444.09,33612562,0.6,6,0.35,29.83
Punjab,6,34.16,77.86,7428.81,107838776,0.3,7,0.425,51.25
Azad Kashmir,7,191.27,702.09,12532.5,3728377,0.7,4,0.275,100.0
Gilgit-Baltistan,8,34.94,117.18,2934.51,1813295,0.9,3,0.2,38.56
KPK,9,57.7,170.55,6268.72,37511343,0.6,6,0.35,49.97
Balochistan,12,15.94,48.38,3750.55,12529586,0.5,5,0.3,34.87
Khyber Pakhtunkhwa,5,26.5,91.65,5210.18,33950817,0.6,6,0.35,43.64
Gilgit-Baltistan,3,28.42,65.96,3025.12,1728316,0.9,3,0.2,34.66
Sindh,3,20.98,66.31,4745.57,50262601,0.2,8,0.475,49.58
Khyber Pakhtunkhwa,5,28.16,56.97,3894.68,38259710,0.6,6,0.35,38.15
Balochistan,4,33.94,87.34,4780.38,11854743,0.5,5,0.3,43.6
Gilgit-Baltistan,6,123.39,452.42,9637.84,1971348,0.9,3,0.2,93.01
Azad Kashmir,7,189.18,756.8,17779.3,4068000,0.7,4,0.275,100.0
Balochistan,2,26.89,66.89,4338.36,12327569,0.5,5,0.3,29.16
Punjab,5,23.23,56.5,6787.11,100854985,0.3,7,0.425,52.56
Balochistan,9,17.92,46.15,3705.39,11802333,0.5,5,0.3,31.89
Khyber Pakhtunkhwa,7,176.45,474.42,14403.0,33878479,0.6,6,0.35,100.0
Punjab,12,31.44,92.63,6234.96,107342588,0.3,7,0.425,51.93
Gilgit-Baltistan,10,35.11,81.49,3164.79,1938315,0.9,3,0.2,24.74
Punjab,3,61.16,144.84,8182.49,101327073,0.3,7,0.425,68.9
Sindh,4,15.54,46.85,5389.78,51205265,0.2,8,0.475,50.54
Gilgit-Baltistan,9,20.85,45.12,2588.51,1669021,0.9,3,0.2,23.69
KPK,7,210.89,736.71,30126.11,32684246,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,8,267.31,1129.59,23802.69,33348955,0.6,6,0.35,100.0
KPK,11,12.95,36.69,2496.91,37463563,0.6,6,0.35,26.78
Balochistan,11,31.72,99.6,4239.29,11262494,0.5,5,0.3,44.89
Balochistan,8,58.26,258.17,8043.08,12994170,0.5,5,0.3,79.01
Azad Kashmir,5,5.59,18.74,2761.28,3640757,0.7,4,0.275,26.11
Khyber Pakhtunkhwa,6,11.94,28.55,4237.97,33591496,0.6,6,0.35,38.6
Balochistan,7,104.52,343.53,9424.89,13153380,0.5,5,0.3,100.0
Balochistan,2,24.24,71.45,2938.14,11201233,0.5,5,0.3,35.48
Balochistan,12,36.12,95.8,4930.45,12020788,0.5,5,0.3,48.48
Azad Kashmir,2,18.34,52.77,2740.89,3900738,0.7,4,0.275,30.25
KPK,10,45.83,144.3,8644.45,32947674,0.6,6,0.35,66.2
Punjab,8,103.45,464.82,14647.32,120147599,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,11,45.48,137.54,6854.48,38066898,0.6,6,0.35,52.03
Sindh,6,12.58,29.7,3896.48,50446736,0.2,8,0.475,39.07
Khyber Pakhtunkhwa,4,9.47,24.73,2742.35,34414877,0.6,6,0.35,28.11
Khyber Pakhtunkhwa,6,16.26,48.78,4489.54,36834280,0.6,6,0.35,36.71
Khyber Pakhtunkhwa,9,30.77,67.67,5508.81,35753196,0.6,6,0.35,45.17
Sindh,10,21.46,60.24,4210.58,48246481,0.2,8,0.475,46.77
Gilgit-Baltistan,12,5.22,17.44,1432.08,1923766,0.9,3,0.2,19.18
Gilgit-Baltistan,5,18.43,63.65,2737.7,1757227,0.9,3,0.2,25.47
Khyber Pakhtunkhwa,12,21.99,48.12,5243.38,37241906,0.6,6,0.35,35.06
KPK,7,145.01,584.76,17640.97,38535717,0.6,6,0.35,100.0
KPK,2,17.27,44.75,3464.03,33343965,0.6,6,0.35,29.88
KPK,1,8.61,18.66,3799.0,37207912,0.6,6,0.35,30.59
Balochistan,6,30.5,91.76,4880.83,13129300,0.5,5,0.3,42.05
Balochistan,7,169.69,752.51,22127.01,12710950,0.5,5,0.3,100.0
Punjab,12,14.77,31.84,4615.29,108995627,0.3,7,0.425,37.69
Gilgit-Baltistan,8,34.55,118.99,3251.62,1625726,0.9,3,0.2,30.89
Khyber Pakhtunkhwa,6,25.02,68.69,3527.47,37256621,0.6,6,0.35,36.37
Gilgit-Baltistan,12,22.96,56.02,2967.19,1880160,0.9,3,0.2,27.01
Balochistan,12,34.52,104.8,4042.76,12880116,0.5,5,0.3,50.43
Sindh,4,52.43,161.91,7631.28,51099589,0.2,8,0.475,69.28
Gilgit-Baltistan,11,7.39,17.28,2152.32,1694720,0.9,3,0.2,18.62
KPK,6,22.67,57.13,3180.01,37654099,0.6,6,0.35,35.96
Balochistan,10,8.79,28.13,2532.96,12854171,0.5,5,0.3,30.64
Gilgit-Baltistan,11,6.03,18.38,1616.6,1753287,0.9,3,0.2,17.74
Khyber Pakhtunkhwa,12,49.75,129.31,7789.4,33278344,0.6,6,0.35,49.01
KPK,4,16.5,51.27,3272.03,37437637,0.6,6,0.35,34.08
Punjab,4,21.26,55.66,5176.2,99727844,0.3,7,0.425,44.51
KPK,3,40.13,104.98,4382.34,38415327,0.6,6,0.35,45.05
Azad Kashmir,4,48.29,109.95,5921.38,3614552,0.7,4,0.275,47.22
Punjab,12,32.3,76.43,6532.27,105185724,0.3,7,0.425,54.62
Khyber Pakhtunkhwa,10,13.02,37.57,3444.54,32891229,0.6,6,0.35,31.12
KPK,7,168.19,530.08,18753.51,32478293,0.6,6,0.35,100.0
KPK,5,41.91,125.75,6440.88,34451732,0.6,6,0.35,51.22
Punjab,12,30.64,103.18,6102.97,110574974,0.3,7,0.425,52.54
Gilgit-Baltistan,10,17.1,43.15,1616.23,1860015,0.9,3,0.2,21.22
Punjab,2,13.21,29.46,3839.43,100767152,0.3,7,0.425,32.91
Sindh,2,17.89,45.34,4289.95,47845867,0.2,8,0.475,49.03
Khyber Pakhtunkhwa,4,35.25,94.8,6297.25,35520797,0.6,6,0.35,40.95
Punjab,12,24.87,61.23,5536.6,106080274,0.3,7,0.425,53.01
Azad Kashmir,5,19.26,47.15,2282.28,4102149,0.7,4,0.275,35.35
KPK,10,26.5,59.8,4742.22,32314620,0.6,6,0.35,37.66
Balochistan,4,19.39,48.79,4052.79,11625191,0.5,5,0.3,36.77
Sindh,8,133.44,540.71,19522.81,48142889,0.2,8,0.475,100.0
Balochistan,6,48.84,102.59,5011.67,11796020,0.5,5,0.3,47.59
Punjab,11,15.41,42.88,3805.45,120703831,0.3,7,0.425,41.86
Sindh,4,21.93,59.71,6978.33,51157844,0.2,8,0.475,55.08
KPK,3,37.39,98.6,6728.95,38289495,0.6,6,0.35,54.38
KPK,2,18.67,62.48,2840.25,36244411,0.6,6,0.35,31.62
KPK,3,39.7,95.07,3988.84,36495220,0.6,6,0.35,40.29
Sindh,10,42.69,118.69,10881.87,46224513,0.2,8,0.475,70.28
KPK,1,15.47,41.92,3940.3,36270644,0.6,6,0.35,36.59
Khyber Pakhtunkhwa,12,15.66,45.17,4523.94,38762411,0.6,6,0.35,41.07
Balochistan,7,135.16,393.26,11908.17,12161508,0.5,5,0.3,100.0
Sindh,6,19.44,51.27,4359.25,49489584,0.2,8,0.475,53.42
Punjab,6,24.87,79.32,5489.54,102278059,0.3,7,0.425,49.92
Balochistan,10,23.68,64.11,4315.7,12252782,0.5,5,0.3,40.15
Gilgit-Baltistan,11,30.02,89.1,3753.59,1674007,0.9,3,0.2,29.91
Balochistan,2,12.93,38.46,2004.3,13433996,0.5,5,0.3,35.72
Azad Kashmir,2,50.06,131.64,6420.01,4143976,0.7,4,0.275,55.09
Azad Kashmir,8,188.57,790.4,18847.69,4336875,0.7,4,0.275,100.0
Punjab,9,179.85,801.68,17938.37,110487679,0.3,7,0.425,100.0
Punjab,4,26.01,79.82,4037.6,120258766,0.3,7,0.425,44.21
Punjab,1,7.76,21.13,2835.62,99517741,0.3,7,0.425,25.17
Balochistan,3,22.28,44.69,4332.21,12882778,0.5,5,0.3,36.85
Gilgit-Baltistan,5,5.87,15.77,1523.65,1908814,0.9,3,0.2,10.43
Punjab,6,18.36,48.44,5325.0,105304884,0.3,7,0.425,46.22
Azad Kashmir,1,34.78,90.69,2836.32,3930406,0.7,4,0.275,29.77
Balochistan,12,20.29,54.0,3333.65,11414587,0.5,5,0.3,35.85
Punjab,1,16.54,57.1,3285.59,117268555,0.3,7,0.425,40.01
Sindh,8,196.82,718.29,36000.0,50635824,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,12,26.87,59.13,3740.65,32269752,0.6,6,0.35,32.52
Sindh,8,143.49,532.45,25074.85,51402822,0.2,8,0.475,100.0
Punjab,8,106.13,326.4,19260.11,106632388,0.3,7,0.425,100.0
KPK,12,44.87,102.57,5960.2,33008881,0.6,6,0.35,49.75
Sindh,11,5.14,16.96,2491.79,48207821,0.2,8,0.475,34.41
Khyber Pakhtunkhwa,3,32.34,82.36,5967.87,36411879,0.6,6,0.35,51.31
Punjab,4,23.07,48.67,4436.85,107937985,0.3,7,0.425,38.51
Balochistan,9,25.76,68.71,4395.8,11342819,0.5,5,0.3,41.59
Punjab,12,17.81,56.99,4244.83,109671718,0.3,7,0.425,43.57
KPK,9,16.63,40.86,4805.75,37968598,0.6,6,0.35,31.92
Punjab,11,22.12,53.94,3777.45,99498840,0.3,7,0.425,39.5
Punjab,12,8.65,17.59,3361.92,109586434,0.3,7,0.425,36.08
Balochistan,7,233.41,626.18,14522.59,11855119,0.5,5,0.3,100.0
Balochistan,5,31.69,66.23,2912.59,12575820,0.5,5,0.3,33.53
Gilgit-Baltistan,11,22.65,60.26,2000.78,1668131,0.9,3,0.2,25.3
Punjab,7,135.08,448.13,12764.5,111865208,0.3,7,0.425,100.0
Balochistan,7,170.27,434.18,14973.05,11350135,0.5,5,0.3,100.0
KPK,2,12.34,42.23,3503.66,34335623,0.6,6,0.35,37.71
Sindh,4,10.61,23.92,4817.57,45969445,0.2,8,0.475,42.67
Gilgit-Baltistan,7,158.59,615.06,12164.67,1765299,0.9,3,0.2,100.0
Khyber Pakhtunkhwa,3,70.66,154.16,5680.96,35087258,0.6,6,0.35,61.45
Gilgit-Baltistan,1,37.65,118.4,2523.42,1922659,0.9,3,0.2,27.01
KPK,9,21.27,72.78,3451.14,35316142,0.6,6,0.35,37.51
Khyber Pakhtunkhwa,11,10.76,33.64,2454.94,38379866,0.6,6,0.35,36.2
Khyber Pakhtunkhwa,3,32.04,99.15,3635.18,34663694,0.6,6,0.35,35.37
Gilgit-Baltistan,2,24.79,64.99,3233.3,1899016,0.9,3,0.2,25.5
Khyber Pakhtunkhwa,11,12.24,31.31,2657.38,34851265,0.6,6,0.35,29.4
Khyber Pakhtunkhwa,9,50.64,134.19,6105.5,36300162,0.6,6,0.35,54.1
Sindh,6,12.61,25.77,4785.81,45686956,0.2,8,0.475,36.76
Sindh,11,14.05,41.26,3948.69,45166242,0.2,8,0.475,46.92
Balochistan,9,28.43,81.41,5066.85,13264602,0.5,5,0.3,42.0
Punjab,11,15.57,51.84,5580.36,119676420,0.3,7,0.425,36.51
Azad Kashmir,5,9.78,30.12,2088.12,3639268,0.7,4,0.275,22.29
Gilgit-Baltistan,9,14.7,35.18,2474.92,1978429,0.9,3,0.2,26.32
KPK,11,39.53,103.57,3796.37,34039146,0.6,6,0.35,44.69
Azad Kashmir,11,6.89,14.38,1905.09,4244770,0.7,4,0.275,15.59
Khyber Pakhtunkhwa,8,117.08,418.48,12978.72,36948028,0.6,6,0.35,100.0
Azad Kashmir,12,23.83,75.96,3479.12,4356368,0.7,4,0.275,36.51
Balochistan,4,9.41,29.44,2979.21,13133210,0.5,5,0.3,21.73
Punjab,4,18.37,52.02,3274.56,99804656,0.3,7,0.425,41.77
Gilgit-Baltistan,6,115.91,474.73,9932.15,1821600,0.9,3,0.2,100.0
Khyber Pakhtunkhwa,7,120.3,409.09,17198.8,34351456,0.6,6,0.35,100.0
Gilgit-Baltistan,9,32.82,101.49,3984.92,1964873,0.9,3,0.2,32.85
Sindh,12,33.96,73.14,7236.93,43172600,0.2,8,0.475,59.92
KPK,7,250.96,1096.39,36000.0,37366995,0.6,6,0.35,100.0
Gilgit-Baltistan,2,27.92,61.55,2783.89,1658098,0.9,3,0.2,33.51
Azad Kashmir,11,47.17,141.35,5617.09,4330833,0.7,4,0.275,43.67
Balochistan,6,7.12,15.75,2388.18,13491448,0.5,5,0.3,25.99
Punjab,5,11.69,33.53,2662.65,113361154,0.3,7,0.425,37.41
Balochistan,2,14.01,34.3,2445.47,13027689,0.5,5,0.3,25.83
Sindh,9,224.75,853.57,30643.65,43837993,0.2,8,0.475,100.0
Azad Kashmir,1,33.79,100.3,4736.17,4257870,0.7,4,0.275,44.22
Gilgit-Baltistan,11,19.41,48.26,2931.89,1657603,0.9,3,0.2,25.21
Balochistan,9,4.79,11.25,1766.48,12904340,0.5,5,0.3,27.15
Azad Kashmir,3,29.34,76.93,4794.9,4088980,0.7,4,0.275,40.22
Khyber Pakhtunkhwa,8,123.67,551.91,12772.48,38308704,0.6,6,0.35,100.0
Khyber Pakhtunkhwa,3,34.26,99.49,5315.69,32445386,0.6,6,0.35,41.4
Sindh,7,142.76,439.12,15361.89,45830564,0.2,8,0.475,100.0
Punjab,9,211.1,887.89,21348.86,119302031,0.3,7,0.425,100.0
Gilgit-Baltistan,2,15.99,54.45,1824.11,1723946,0.9,3,0.2,17.13
Gilgit-Baltistan,5,19.69,65.96,2112.34,1825998,0.9,3,0.2,23.58
Azad Kashmir,9,22.51,75.5,4059.13,3777318,0.7,4,0.275,35.14
Khyber Pakhtunkhwa,1,30.22,70.24,5856.94,34375850,0.6,6,0.35,47.71
Punjab,3,26.04,86.02,6463.37,105464026,0.3,7,0.425,53.05
Balochistan,11,17.65,51.61,3094.61,12299619,0.5,5,0.3,34.77
KPK,7,282.34,985.47,35876.65,33949364,0.6,6,0.35,100.0
Balochistan,7,155.33,504.39,10935.25,12103126,0.5,5,0.3,100.0
Sindh,12,13.67,30.98,4198.3,45077614,0.2,8,0.475,45.48
KPK,2,25.43,82.39,4064.39,35389849,0.6,6,0.35,38.52
Gilgit-Baltistan,1,17.61,51.43,2277.34,1650570,0.9,3,0.2,17.07
Punjab,12,26.65,53.66,6013.81,107811236,0.3,7,0.425,49.62
Sindh,5,5.36,16.79,3671.98,43894486,0.2,8,0.475,36.92
Balochistan,6,33.58,103.98,5257.64,11752308,0.5,5,0.3,39.02
Balochistan,7,124.11,439.77,12040.76,13156586,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,10,20.5,55.72,3303.01,34569242,0.6,6,0.35,34.89
Azad Kashmir,10,9.66,33.69,2331.22,4342212,0.7,4,0.275,20.85
Punjab,8,68.46,175.32,12486.95,108435237,0.3,7,0.425,98.33
KPK,12,28.31,78.56,4167.22,38491828,0.6,6,0.35,41.32
Gilgit-Baltistan,11,21.35,57.18,2004.4,1747155,0.9,3,0.2,17.35
Sindh,8,189.44,702.39,20929.23,49708693,0.2,8,0.475,100.0
Balochistan,2,37.76,90.93,3937.88,12802561,0.5,5,0.3,40.28
Gilgit-Baltistan,11,36.93,100.26,3407.81,1807100,0.9,3,0.2,38.21
Balochistan,4,12.5,43.67,3296.23,11237673,0.5,5,0.3,40.23
KPK,4,37.0,101.16,4177.29,36580926,0.6,6,0.35,45.29
Sindh,7,145.05,511.5,28285.12,46463344,0.2,8,0.475,100.0
Azad Kashmir,6,16.26,56.62,2336.97,3640938,0.7,4,0.275,31.1
Punjab,6,13.26,32.45,2866.94,108744577,0.3,7,0.425,30.24
KPK,9,38.23,85.73,6323.15,38571123,0.6,6,0.35,45.01
Sindh,12,18.5,55.74,4776.05,46380036,0.2,8,0.475,47.42
Khyber Pakhtunkhwa,2,23.86,48.59,2984.09,36559244,0.6,6,0.35,41.72
Sindh,2,12.65,43.79,4650.73,47537382,0.2,8,0.475,46.55
Azad Kashmir,11,40.03,90.02,4283.12,3870090,0.7,4,0.275,39.67
KPK,10,30.81,87.6,6144.82,37831878,0.6,6,0.35,52.74
Azad Kashmir,5,25.78,70.97,4472.45,3683839,0.7,4,0.275,33.12
Punjab,1,11.79,31.32,2837.97,105590366,0.3,7,0.425,42.89
Balochistan,8,86.8,293.32,9022.02,13128153,0.5,5,0.3,88.31
Azad Kashmir,5,34.08,87.95,4105.96,4003004,0.7,4,0.275,34.27
Sindh,9,184.1,736.26,34857.4,47685059,0.2,8,0.475,100.0
KPK,10,32.5,82.56,6574.89,35075984,0.6,6,0.35,50.02
KPK,5,19.6,51.29,4110.71,32507603,0.6,6,0.35,39.46
Azad Kashmir,12,21.19,60.6,4141.59,3823846,0.7,4,0.275,39.18
Khyber Pakhtunkhwa,4,23.8,55.55,4717.2,35174200,0.6,6,0.35,33.33
Balochistan,5,15.13,52.66,2629.14,12845956,0.5,5,0.3,32.4
Sindh,9,239.68,794.12,36000.0,46343265,0.2,8,0.475,100.0
Punjab,1,30.1,96.93,4749.81,115136186,0.3,7,0.425,42.13
Punjab,3,11.49,26.15,4408.04,112373755,0.3,7,0.425,40.13
Balochistan,3,47.01,143.13,7437.95,11295499,0.5,5,0.3,57.62
Punjab,7,101.41,289.29,13940.8,107303618,0.3,7,0.425,100.0
Punjab,7,127.05,422.49,11833.8,107378167,0.3,7,0.425,100.0
Sindh,7,188.22,690.26,36000.0,50945909,0.2,8,0.475,100.0
Punjab,9,205.46,670.32,33818.74,120822664,0.3,7,0.425,100.0
Azad Kashmir,9,41.57,108.88,3161.79,4341272,0.7,4,0.275,39.17
Gilgit-Baltistan,12,48.53,127.56,4419.06,1797687,0.9,3,0.2,38.69
Gilgit-Baltistan,5,7.93,22.61,1278.12,1776327,0.9,3,0.2,13.6
Sindh,7,150.52,525.66,26962.19,49828485,0.2,8,0.475,100.0
Sindh,8,129.25,368.45,23600.13,46465388,0.2,8,0.475,100.0
Khyber Pakhtunkhwa,8,218.76,782.02,24554.37,36578417,0.6,6,0.35,100.0
Sindh,6,33.86,81.75,7549.9,49951784,0.2,8,0.475,59.52
KPK,6,22.45,67.78,3595.82,32028839,0.6,6,0.35,34.06
Khyber Pakhtunkhwa,6,20.03,60.76,3638.59,34891402,0.6,6,0.35,40.92
Punjab,10,11.02,22.85,3980.31,102870006,0.3,7,0.425,37.23
Punjab,2,32.68,91.94,6945.0,99659794,0.3,7,0.425,50.98
Sindh,11,29.84,97.9,8988.35,43517150,0.2,8,0.475,58.27
Sindh,9,243.46,666.36,36000.0,43696002,0.2,8,0.475,100.0
KPK,4,18.09,62.77,5210.11,36953988,0.6,6,0.35,35.04
KPK,5,16.88,42.4,2804.48,37254462,0.6,6,0.35,25.82
Azad Kashmir,9,17.8,52.92,3751.77,4090811,0.7,4,0.275,41.79
KPK,9,26.06,79.2,4381.26,34833515,0.6,6,0.35,49.56
Khyber Pakhtunkhwa,12,21.58,53.08,3269.27,32843077,0.6,6,0.35,40.18
KPK,5,13.9,38.71,2862.93,35583849,0.6,6,0.35,30.07
Balochistan,6,14.65,31.37,3428.09,11752499,0.5,5,0.3,27.2
Balochistan,10,26.02,88.48,4965.48,11415725,0.5,5,0.3,44.8
Sindh,12,19.78,64.19,4107.49,51507816,0.2,8,0.475,43.48
Sindh,4,23.39,69.53,4449.78,52428961,0.2,8,0.475,48.73
